scheme,rmse_c,flux_total,k_eff_median,k_ratio_median
baseline,0.028364527833095267,3.2435123630673965,98.09551422069322,1.0
residual_ai,0.05731673069957814,69.50711364844582,98.09551422069322,1.0
k_correction,0.024437261490407473,0.03126617766746167,0.0329073789859219,0.00033546262790251137
